time_s,joint_pos_ref_rad,joint_pos_rad,joint_pos_error_rad,joint_speed_rad_s,iq_ref_a,iq_a,voltage_mag_norm
0.00275,0,0,0,0,0,0,0
0.0028,0,0,0,0,0,0,0
0.00285,0,0,0,0,0,0,0
0.0029,0,0,0,0,0,0,0
0.00295,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0
0.00305,0,0,0,0,0,0,0
0.0031,0,0,0,0,0,0,0
0.00315,0,0,0,0,0,0,0
0.0032,0,0,0,0,0,0,0
0.00325,0,0,0,0,0,0,0
0.0033,0,0,0,0,0,0,0
0.00335,0,0,0,0,0,0,0
0.0034,0,0,0,0,0,0,0
0.00345,0,0,0,0,0,0,0
0.0035,0,0,0,0,0,0,0
0.00355,0,0,0,0,0,0,0
0.0036,0,0,0,0,0,0,0
0.00365,0,0,0,0,0,0,0
0.0037,0,0,0,0,0,0,0
0.00375,0,0,0,0,0,0,0
0.0038,0,0,0,0,0,0,0
0.00385,0,0,0,0,0,0,0
0.0039,0,0,0,0,0,0,0
0.00395,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0
0.00405,0,0,0,0,0,0,0
0.0041,0,0,0,0,0,0,0
0.00415,0,0,0,0,0,0,0
0.0042,0,0,0,0,0,0,0
0.00425,0,0,0,0,0,0,0
0.0043,0,0,0,0,0,0,0
0.00435,0,0,0,0,0,0,0
0.0044,0,0,0,0,0,0,0
0.00445,0,0,0,0,0,0,0
0.0045,0,0,0,0,0,0,0
0.00455,0,0,0,0,0,0,0
0.0046,0,0,0,0,0,0,0
0.00465,0,0,0,0,0,0,0
0.0047,0,0,0,0,0,0,0
0.00475,0,0,0,0,0,0,0
0.0048,0,0,0,0,0,0,0
0.00485,0,0,0,0,0,0,0
0.0049,0,0,0,0,0,0,0
0.00495,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0
0.00505,0,0,0,0,0,0,0
0.0051,0,0,0,0,0,0,0
0.00515,0,0,0,0,0,0,0
0.0052,0,0,0,0,0,0,0
0.00525,0,0,0,0,0,0,0
0.0053,0,0,0,0,0,0,0
0.00535,0,0,0,0,0,0,0
0.0054,0,0,0,0,0,0,0
0.00545,0,0,0,0,0,0,0
0.0055,0,0,0,0,0,0,0
0.00555,0,0,0,0,0,0,0
0.0056,0,0,0,0,0,0,0
0.00565,0,0,0,0,0,0,0
0.0057,0,0,0,0,0,0,0
0.00575,0,0,0,0,0,0,0
0.0058,0,0,0,0,0,0,0
0.00585,0,0,0,0,0,0,0
0.0059,0,0,0,0,0,0,0
0.00595,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0
0.00605,0,0,0,0,0,0,0
0.0061,0,0,0,0,0,0,0
0.00615,0,0,0,0,0,0,0
0.0062,0,0,0,0,0,0,0
0.00625,0,0,0,0,0,0,0
0.0063,0,0,0,0,0,0,0
0.00635,0,0,0,0,0,0,0
0.0064,0,0,0,0,0,0,0
0.00645,0,0,0,0,0,0,0
0.0065,0,0,0,0,0,0,0
0.00655,0,0,0,0,0,0,0
0.0066,0,0,0,0,0,0,0
0.00665,0,0,0,0,0,0,0
0.0067,0,0,0,0,0,0,0
0.00675,0,0,0,0,0,0,0
0.0068,0,0,0,0,0,0,0
0.00685,0,0,0,0,0,0,0
0.0069,0,0,0,0,0,0,0
0.00695,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0
0.00705,0,0,0,0,0,0,0
0.0071,0,0,0,0,0,0,0
0.00715,0,0,0,0,0,0,0
0.0072,0,0,0,0,0,0,0
0.00725,0,0,0,0,0,0,0
0.0073,0,0,0,0,0,0,0
0.00735,0,0,0,0,0,0,0
0.0074,0,0,0,0,0,0,0
0.00745,0,0,0,0,0,0,0
0.0075,0,0,0,0,0,0,0
0.00755,0,0,0,0,0,0,0
0.0076,0,0,0,0,0,0,0
0.00765,0,0,0,0,0,0,0
0.0077,0,0,0,0,0,0,0
0.00775,0,0,0,0,0,0,0
0.0078,0,0,0,0,0,0,0
0.00785,0,0,0,0,0,0,0
0.0079,0,0,0,0,0,0,0
0.00795,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0
0.00805,0,0,0,0,0,0,0
0.0081,0,0,0,0,0,0,0
0.00815,0,0,0,0,0,0,0
0.0082,0,0,0,0,0,0,0
0.00825,0,0,0,0,0,0,0
0.0083,0,0,0,0,0,0,0
0.00835,0,0,0,0,0,0,0
0.0084,0,0,0,0,0,0,0
0.00845,0,0,0,0,0,0,0
0.0085,0,0,0,0,0,0,0
0.00855,0,0,0,0,0,0,0
0.0086,0,0,0,0,0,0,0
0.00865,0,0,0,0,0,0,0
0.0087,0,0,0,0,0,0,0
0.00875,0,0,0,0,0,0,0
0.0088,0,0,0,0,0,0,0
0.00885,0,0,0,0,0,0,0
0.0089,0,0,0,0,0,0,0
0.00895,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0
0.00905,0,0,0,0,0,0,0
0.0091,0,0,0,0,0,0,0
0.00915,0,0,0,0,0,0,0
0.0092,0,0,0,0,0,0,0
0.00925,0,0,0,0,0,0,0
0.0093,0,0,0,0,0,0,0
0.00935,0,0,0,0,0,0,0
0.0094,0,0,0,0,0,0,0
0.00945,0,0,0,0,0,0,0
0.0095,0,0,0,0,0,0,0
0.00955,0,0,0,0,0,0,0
0.0096,0,0,0,0,0,0,0
0.00965,0,0,0,0,0,0,0
0.0097,0,0,0,0,0,0,0
0.00975,0,0,0,0,0,0,0
0.0098,0,0,0,0,0,0,0
0.00985,0,0,0,0,0,0,0
0.0099,0,0,0,0,0,0,0
0.00995,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0
0.01005,0,0,0,0,0,0,0
0.0101,0,0,0,0,0,0,0
0.01015,0,0,0,0,0,0,0
0.0102,0,0,0,0,0,0,0
0.01025,0,0,0,0,0,0,0
0.0103,0,0,0,0,0,0,0
0.01035,0,0,0,0,0,0,0
0.0104,0,0,0,0,0,0,0
0.01045,0,0,0,0,0,0,0
0.0105,0,0,0,0,0,0,0
0.01055,0,0,0,0,0,0,0
0.0106,0,0,0,0,0,0,0
0.01065,0,0,0,0,0,0,0
0.0107,0,0,0,0,0,0,0
0.01075,0,0,0,0,0,0,0
0.0108,0,0,0,0,0,0,0
0.01085,0,0,0,0,0,0,0
0.0109,0,0,0,0,0,0,0
0.01095,0,0,0,0,0,0,0
0.011,0,0,0,0,0,0,0
0.01105,0,0,0,0,0,0,0
0.0111,0,0,0,0,0,0,0
0.01115,0,0,0,0,0,0,0
0.0112,0,0,0,0,0,0,0
0.01125,0,0,0,0,0,0,0
0.0113,0,0,0,0,0,0,0
0.01135,0,0,0,0,0,0,0
0.0114,0,0,0,0,0,0,0
0.01145,0,0,0,0,0,0,0
0.0115,0,0,0,0,0,0,0
0.01155,0,0,0,0,0,0,0
0.0116,0,0,0,0,0,0,0
0.01165,0,0,0,0,0,0,0
0.0117,0,0,0,0,0,0,0
0.01175,0,0,0,0,0,0,0
0.0118,0,0,0,0,0,0,0
0.01185,0,0,0,0,0,0,0
0.0119,0,0,0,0,0,0,0
0.01195,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,0
0.01205,0,0,0,0,0,0,0
0.0121,0,0,0,0,0,0,0
0.01215,0,0,0,0,0,0,0
0.0122,0,0,0,0,0,0,0
0.01225,0,0,0,0,0,0,0
0.0123,0,0,0,0,0,0,0
0.01235,0,0,0,0,0,0,0
0.0124,0,0,0,0,0,0,0
0.01245,0,0,0,0,0,0,0
0.0125,0,0,0,0,0,0,0
0.01255,0,0,0,0,0,0,0
0.0126,0,0,0,0,0,0,0
0.01265,0,0,0,0,0,0,0
0.0127,0,0,0,0,0,0,0
0.01275,0,0,0,0,0,0,0
0.0128,0,0,0,0,0,0,0
0.01285,0,0,0,0,0,0,0
0.0129,0,0,0,0,0,0,0
0.01295,0,0,0,0,0,0,0
0.013,0,0,0,0,0,0,0
0.01305,0,0,0,0,0,0,0
0.0131,0,0,0,0,0,0,0
0.01315,0,0,0,0,0,0,0
0.0132,0,0,0,0,0,0,0
0.01325,0,0,0,0,0,0,0
0.0133,0,0,0,0,0,0,0
0.01335,0,0,0,0,0,0,0
0.0134,0,0,0,0,0,0,0
0.01345,0,0,0,0,0,0,0
0.0135,0,0,0,0,0,0,0
0.01355,0,0,0,0,0,0,0
0.0136,0,0,0,0,0,0,0
0.01365,0,0,0,0,0,0,0
0.0137,0,0,0,0,0,0,0
0.01375,0,0,0,0,0,0,0
0.0138,0,0,0,0,0,0,0
0.01385,0,0,0,0,0,0,0
0.0139,0,0,0,0,0,0,0
0.01395,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,0
0.01405,0,0,0,0,0,0,0
0.0141,0,0,0,0,0,0,0
0.01415,0,0,0,0,0,0,0
0.0142,0,0,0,0,0,0,0
0.01425,0,0,0,0,0,0,0
0.0143,0,0,0,0,0,0,0
0.01435,0,0,0,0,0,0,0
0.0144,0,0,0,0,0,0,0
0.01445,0,0,0,0,0,0,0
0.0145,0,0,0,0,0,0,0
0.01455,0,0,0,0,0,0,0
0.0146,0,0,0,0,0,0,0
0.01465,0,0,0,0,0,0,0
0.0147,0,0,0,0,0,0,0
0.01475,0,0,0,0,0,0,0
0.0148,0,0,0,0,0,0,0
0.01485,0,0,0,0,0,0,0
0.0149,0,0,0,0,0,0,0
0.01495,0,0,0,0,0,0,0
0.015,0,0,0,0,0,0,0
0.01505,0,0,0,0,0,0,0
0.0151,0,0,0,0,0,0,0
0.01515,0,0,0,0,0,0,0
0.0152,0,0,0,0,0,0,0
0.01525,0,0,0,0,0,0,0
0.0153,0,0,0,0,0,0,0
0.01535,0,0,0,0,0,0,0
0.0154,0,0,0,0,0,0,0
0.01545,0,0,0,0,0,0,0
0.0155,0,0,0,0,0,0,0
0.01555,0,0,0,0,0,0,0
0.0156,0,0,0,0,0,0,0
0.01565,0,0,0,0,0,0,0
0.0157,0,0,0,0,0,0,0
0.01575,0,0,0,0,0,0,0
0.0158,0,0,0,0,0,0,0
0.01585,0,0,0,0,0,0,0
0.0159,0,0,0,0,0,0,0
0.01595,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,0
0.01605,0,0,0,0,0,0,0
0.0161,0,0,0,0,0,0,0
0.01615,0,0,0,0,0,0,0
0.0162,0,0,0,0,0,0,0
0.01625,0,0,0,0,0,0,0
0.0163,0,0,0,0,0,0,0
0.01635,0,0,0,0,0,0,0
0.0164,0,0,0,0,0,0,0
0.01645,0,0,0,0,0,0,0
0.0165,0,0,0,0,0,0,0
0.01655,0,0,0,0,0,0,0
0.0166,0,0,0,0,0,0,0
0.01665,0,0,0,0,0,0,0
0.0167,0,0,0,0,0,0,0
0.01675,0,0,0,0,0,0,0
0.0168,0,0,0,0,0,0,0
0.01685,0,0,0,0,0,0,0
0.0169,0,0,0,0,0,0,0
0.01695,0,0,0,0,0,0,0
0.017,0,0,0,0,0,0,0
0.01705,0,0,0,0,0,0,0
0.0171,0,0,0,0,0,0,0
0.01715,0,0,0,0,0,0,0
0.0172,0,0,0,0,0,0,0
0.01725,0,0,0,0,0,0,0
0.0173,0,0,0,0,0,0,0
0.01735,0,0,0,0,0,0,0
0.0174,0,0,0,0,0,0,0
0.01745,0,0,0,0,0,0,0
0.0175,0,0,0,0,0,0,0
0.01755,0,0,0,0,0,0,0
0.0176,0,0,0,0,0,0,0
0.01765,0,0,0,0,0,0,0
0.0177,0,0,0,0,0,0,0
0.01775,0,0,0,0,0,0,0
0.0178,0,0,0,0,0,0,0
0.01785,0,0,0,0,0,0,0
0.0179,0,0,0,0,0,0,0
0.01795,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,0
0.01805,0,0,0,0,0,0,0
0.0181,0,0,0,0,0,0,0
0.01815,0,0,0,0,0,0,0
0.0182,0,0,0,0,0,0,0
0.01825,0,0,0,0,0,0,0
0.0183,0,0,0,0,0,0,0
0.01835,0,0,0,0,0,0,0
0.0184,0,0,0,0,0,0,0
0.01845,0,0,0,0,0,0,0
0.0185,0,0,0,0,0,0,0
0.01855,0,0,0,0,0,0,0
0.0186,0,0,0,0,0,0,0
0.01865,0,0,0,0,0,0,0
0.0187,0,0,0,0,0,0,0
0.01875,0,0,0,0,0,0,0
0.0188,0,0,0,0,0,0,0
0.01885,0,0,0,0,0,0,0
0.0189,0,0,0,0,0,0,0
0.01895,0,0,0,0,0,0,0
0.019,0,0,0,0,0,0,0
0.01905,0,0,0,0,0,0,0
0.0191,0,0,0,0,0,0,0
0.01915,0,0,0,0,0,0,0
0.0192,0,0,0,0,0,0,0
0.01925,0,0,0,0,0,0,0
0.0193,0,0,0,0,0,0,0
0.01935,0,0,0,0,0,0,0
0.0194,0,0,0,0,0,0,0
0.01945,0,0,0,0,0,0,0
0.0195,0,0,0,0,0,0,0
0.01955,0,0,0,0,0,0,0
0.0196,0,0,0,0,0,0,0
0.01965,0,0,0,0,0,0,0
0.0197,0,0,0,0,0,0,0
0.01975,0,0,0,0,0,0,0
0.0198,0,0,0,0,0,0,0
0.01985,0,0,0,0,0,0,0
0.0199,0,0,0,0,0,0,0
0.01995,0,0,0,0,0,0,0
0.02,0.2,0,0.2,0,2.487378,0,0.6079966
0.02005,0.2,0,0.2,0,2.487378,0,1
0.0201,0.2,4.712224e-07,0.1999995,0.0001204211,2.487341,1.231724,1
0.02015,0.2,3.245113e-06,0.1999968,0.0001204211,2.487105,2.084374,0.9999999
0.0202,0.2,9.600725e-06,0.1999904,0.003155897,2.486462,2.115812,1
0.02025,0.2,1.972606e-05,0.1999803,0.003155897,2.485256,2.101974,1
0.0203,0.2,3.360221e-05,0.1999664,0.01420037,2.483377,2.085766,1
0.02035,0.2,5.119908e-05,0.1999488,0.01420037,2.480746,2.069562,1
0.0204,0.2,7.248621e-05,0.1999275,0.03629132,2.477319,2.053491,0.9999999
0.02045,0.2,9.743336e-05,0.1999026,0.03629132,2.473067,2.037553,0.9999999
0.0205,0.2,0.0001260105,0.199874,0.07064126,2.467984,2.021744,1
0.02055,0.2,0.000158188,0.1998418,0.07064126,2.462077,2.006064,1
0.0206,0.2,0.0001939362,0.1998061,0.1173131,2.455362,1.990512,0.9999999
0.02065,0.2,0.0002332259,0.1997668,0.1173131,2.447864,1.975087,1
0.0207,0.2,0.000276028,0.199724,0.1756814,2.439612,1.959788,0.9999999
0.02075,0.2,0.0003223139,0.1996777,0.1756814,2.430642,1.944615,1
0.0208,0.2,0.0003720548,0.199628,0.2447372,2.420992,1.929567,1
0.02085,0.2,0.0004252225,0.1995748,0.2447372,2.410699,1.914642,1
0.0209,0.2,0.0004817889,0.1995182,0.32329,2.399805,1.899839,0.9999999
0.02095,0.2,0.0005417261,0.1994583,0.32329,2.388347,1.885158,0.9999999
0.021,0.2,0.0006050065,0.199395,0.4100959,2.376367,1.870597,1
0.02105,0.2,0.0006716027,0.1993284,0.4100959,2.363902,1.856155,1
0.0211,0.2,0.0007414874,0.1992585,0.5039375,2.350989,1.841833,1
0.02115,0.2,0.0008146338,0.1991854,0.5039375,2.337665,1.827627,1
0.0212,0.2,0.0008910151,0.199109,0.6036691,2.323963,1.813539,0.9999999
0.02125,0.2,0.0009706046,0.1990294,0.6036691,2.309916,1.799566,1
0.0213,0.2,0.001053376,0.1989466,0.7082416,2.295555,1.785707,1
0.02135,0.2,0.001139304,0.1988607,0.7082416,2.28091,1.771963,1
0.0214,0.2,0.001228361,0.1987716,0.816713,2.266006,1.758331,1
0.02145,0.2,0.001320523,0.1986795,0.816713,2.250872,1.744812,1
0.0215,0.2,0.001415764,0.1985842,0.9282492,2.23553,1.731403,1
0.02155,0.2,0.001514058,0.1984859,0.9282492,2.220003,1.718105,1
0.0216,0.2,0.001615382,0.1983846,1.04212,2.204312,1.704915,1
0.02165,0.2,0.001719708,0.1982803,1.04212,2.188477,1.691835,1
0.0217,0.2,0.001827014,0.198173,1.157693,2.172516,1.678861,1
0.02175,0.2,0.001937275,0.1980627,1.157693,2.156445,1.665994,1
0.0218,0.2,0.002050466,0.1979495,1.274422,2.14028,1.653234,1
0.02185,0.2,0.002166564,0.1978334,1.274422,2.124036,1.640578,1
0.0219,0.2,0.002285544,0.1977145,1.391842,2.107726,1.628026,1
0.02195,0.2,0.002407383,0.1975926,1.391842,2.091362,1.615578,0.9999999
0.022,0.2,0.002532058,0.1974679,1.509555,2.074956,1.603231,1
0.02205,0.2,0.002659545,0.1973405,1.509555,2.058517,1.590986,1
0.0221,0.2,0.002789821,0.1972102,1.627227,2.042056,1.578842,1
0.02215,0.2,0.002922863,0.1970771,1.627227,2.025581,1.566798,0.9999999
0.0222,0.2,0.00305865,0.1969413,1.744574,2.009101,1.554853,1
0.02225,0.2,0.003197157,0.1968028,1.744574,1.992622,1.543005,1
0.0223,0.2,0.003338363,0.1966616,1.86136,1.976151,1.531256,1
0.02235,0.2,0.003482245,0.1965178,1.86136,1.959696,1.519603,0.9999999
0.0224,0.2,0.003628782,0.1963712,1.977388,1.94326,1.508046,1
0.02245,0.2,0.003777952,0.1962221,1.977388,1.92685,1.496584,1
0.0225,0.2,0.003929734,0.1960703,2.092495,1.91047,1.485216,1
0.02255,0.2,0.004084106,0.1959159,2.092495,1.894125,1.473942,1
0.0226,0.2,0.004241046,0.195759,2.206548,1.877818,1.462761,1
0.02265,0.2,0.004400533,0.1955995,2.206548,1.861553,1.451671,0.9999999
0.0227,0.2,0.004562547,0.1954375,2.319436,1.845333,1.440673,1
0.02275,0.2,0.004727068,0.1952729,2.319436,1.82916,1.429765,1
0.0228,0.2,0.004894074,0.1951059,2.431073,1.813038,1.418947,1
0.02285,0.2,0.005063544,0.1949365,2.431073,1.796969,1.408218,1
0.0229,0.2,0.00523546,0.1947645,2.541385,1.780956,1.397577,1
0.02295,0.2,0.005409801,0.1945902,2.541385,1.764998,1.387024,1
0.023,0.2,0.005586546,0.1944135,2.650319,1.7491,1.376558,1
0.02305,0.2,0.005765676,0.1942343,2.650319,1.733262,1.366177,1
0.0231,0.2,0.005947173,0.1940528,2.757832,1.717484,1.355882,1
0.02315,0.2,0.006131015,0.193869,2.757832,1.70177,1.345672,1
0.0232,0.2,0.006317184,0.1936828,2.863892,1.686119,1.335545,1
0.02325,0.2,0.006505662,0.1934943,2.863892,1.670532,1.325502,1
0.0233,0.2,0.006696428,0.1933036,2.968474,1.655012,1.315542,0.9999999
0.02335,0.2,0.006889464,0.1931105,2.968474,1.639556,1.305663,1
0.0234,0.2,0.007084752,0.1929152,3.071564,1.624168,1.295866,1
0.02345,0.2,0.007282273,0.1927177,3.071564,1.608846,1.28615,1
0.0235,0.2,0.007482009,0.192518,3.173153,1.593591,1.276513,1
0.02355,0.2,0.007683942,0.1923161,3.173153,1.578404,1.266955,1
0.0236,0.2,0.007888053,0.192112,3.273237,1.563286,1.257476,1
0.02365,0.2,0.008094325,0.1919057,3.273237,1.548234,1.248075,1
0.0237,0.2,0.00830274,0.1916973,3.371817,1.533252,1.238752,1
0.02375,0.2,0.00851328,0.1914867,3.371817,1.518337,1.229505,1
0.0238,0.2,0.008725929,0.1912741,3.468897,1.503491,1.220334,1
0.02385,0.2,0.008940668,0.1910593,3.468897,1.488713,1.211238,1
0.0239,0.2,0.009157482,0.1908425,3.564484,1.474002,1.202218,1
0.02395,0.2,0.009376351,0.1906237,3.564484,1.459361,1.193271,1
0.024,0.2,0.009597261,0.1904027,3.658588,1.444786,1.184398,1
0.02405,0.2,0.009820193,0.1901798,3.658588,1.430279,1.175598,1
0.0241,0.2,0.01004513,0.1899549,3.751222,1.41584,1.16687,1
0.02415,0.2,0.01027206,0.1897279,3.751222,1.401468,1.158215,1
0.0242,0.2,0.01050096,0.189499,3.842399,1.387163,1.14963,1
0.02425,0.2,0.01073182,0.1892682,3.842399,1.372924,1.141116,0.9999999
0.0243,0.2,0.01096462,0.1890354,3.932135,1.358752,1.132672,1
0.02435,0.2,0.01119935,0.1888006,3.932135,1.344646,1.124297,1
0.0244,0.2,0.01143599,0.188564,4.020445,1.330605,1.115991,0.9999999
0.02445,0.2,0.01167452,0.1883255,4.020445,1.316629,1.107754,0.9999999
0.0245,0.2,0.01191493,0.1880851,4.107347,1.302719,1.099583,1
0.02455,0.2,0.0121572,0.1878428,4.107347,1.288873,1.091481,1
0.0246,0.2,0.01240132,0.1875987,4.192859,1.275091,1.083444,1
0.02465,0.2,0.01264728,0.1873527,4.192859,1.261373,1.075474,1
0.0247,0.2,0.01289505,0.187105,4.276999,1.247718,1.067569,1
0.02475,0.2,0.01314462,0.1868554,4.276999,1.234126,1.05973,1
0.0248,0.2,0.01339599,0.186604,4.359786,1.220598,1.051955,1
0.02485,0.2,0.01364912,0.1863509,4.359786,1.20713,1.044243,1
0.0249,0.2,0.01390402,0.186096,4.441237,1.193725,1.036595,1
0.02495,0.2,0.01416066,0.1858393,4.441237,1.180381,1.02901,1
0.025,0.2,0.01441903,0.185581,4.521374,1.167097,1.021487,1
0.02505,0.2,0.01467911,0.1853209,4.521374,1.153875,1.014026,0.9999999
0.0251,0.2,0.0149409,0.1850591,4.600214,1.140712,1.006626,1
0.02515,0.2,0.01520438,0.1847956,4.600214,1.127609,0.9992874,1
0.0252,0.2,0.01546953,0.1845305,4.677776,1.114565,0.9920087,1
0.02525,0.2,0.01573634,0.1842637,4.677776,1.10158,0.9847894,1
0.0253,0.2,0.01600479,0.1839952,4.754081,1.088653,0.9776303,1
0.02535,0.2,0.01627488,0.1837251,4.754081,1.075783,0.9705291,1
0.0254,0.2,0.01654659,0.1834534,4.829147,1.062972,0.9634869,0.9999999
0.02545,0.2,0.01681991,0.1831801,4.829147,1.050217,0.9565018,1
0.0255,0.2,0.01709482,0.1829052,4.902995,1.037519,0.9495744,1
0.02555,0.2,-0.01689749,0.2168975,4.902995,1.451073,0.9427039,1
0.0256,0.2,-0.01661943,0.2166194,4.975643,1.438486,0.9358903,1
0.02565,0.2,-0.01633982,0.2163398,4.975643,1.425955,0.9291322,1
0.0257,0.2,-0.01605866,0.2160587,5.047111,1.413478,0.9224294,1
0.02575,0.2,-0.01577598,0.215776,5.047111,1.401055,0.915782,1
0.0258,0.2,-0.01549178,0.2154918,5.117415,1.388686,0.9091891,0.9999999
0.02585,0.2,-0.01520607,0.2152061,5.117415,1.376371,0.90265,0.9999999
0.0259,0.2,-0.01491887,0.2149189,5.186575,1.364109,0.896165,1
0.02595,0.2,-0.01463019,0.2146302,5.186575,1.351899,0.8897332,0.9999999
0.026,0.2,-0.01434005,0.21434,5.254609,1.339742,0.8833541,1
0.02605,0.2,-0.01404844,0.2140484,5.254609,1.327636,0.8770272,0.9999999
0.0261,0.2,-0.0137554,0.2137554,5.321536,1.315582,0.8707527,0.9999999
0.02615,0.2,-0.01346092,0.2134609,5.321536,1.303579,0.8645291,1
0.0262,0.2,-0.01316502,0.213165,5.387372,1.291626,0.8583567,1
0.02625,0.2,-0.01286772,0.2128677,5.387372,1.279723,0.8522354,0.9999999
0.0263,0.2,-0.01256901,0.212569,5.452135,1.267871,0.8461639,0.9999999
0.02635,0.2,-0.01226892,0.2122689,5.452135,1.256067,0.840142,1
0.0264,0.2,-0.01196746,0.2119675,5.515841,1.244313,0.8341702,1
0.02645,0.2,-0.01166463,0.2116646,5.515841,1.232607,0.8282468,0.9999999
0.0265,0.2,-0.01136046,0.2113605,5.578511,1.22095,0.8223724,1
0.02655,0.2,-0.01105494,0.2110549,5.578511,1.20934,0.8165458,1
0.0266,0.2,-0.01074809,0.2107481,5.64016,1.197777,0.8107677,1
0.02665,0.2,-0.01043992,0.2104399,5.64016,1.186261,0.8050363,1
0.0267,0.2,-0.01013044,0.2101304,5.700803,1.174792,0.7993525,1
0.02675,0.2,-0.009819669,0.2098197,5.700803,1.16337,0.793715,1
0.0268,0.2,-0.009507608,0.2095076,5.760456,1.151993,0.7881234,1
0.02685,0.2,-0.009194272,0.2091943,5.760456,1.140661,0.7825778,1
0.0269,0.2,-0.008879669,0.2088797,5.819138,1.129375,0.777078,0.9999999
0.02695,0.2,-0.008563811,0.2085638,5.819138,1.118134,0.7716231,0.9999999
0.027,0.2,-0.008246707,0.2082467,5.876862,1.106936,0.7662129,0.9999999
0.02705,0.2,-0.007928369,0.2079284,5.876862,1.095783,0.7608473,1
0.0271,0.2,-0.007608806,0.2076088,5.933646,1.084673,0.7555257,0.9999999
0.02715,0.2,-0.007288028,0.207288,5.933646,1.073607,0.7502476,1
0.0272,0.2,-0.006966045,0.206966,5.989504,1.062584,0.7450127,1
0.02725,0.2,-0.006642867,0.2066429,5.989504,1.051603,0.7398212,1
0.0273,0.2,-0.006318504,0.2063185,6.044451,1.040665,0.7346719,1
0.02735,0.2,-0.005992965,0.205993,6.044451,1.029768,0.7295644,1
0.0274,0.2,-0.00566626,0.2056663,6.098502,1.018913,0.7244993,0.9999999
0.02745,0.2,-0.005338399,0.2053384,6.098502,1.0081,0.7194758,1
0.0275,0.2,-0.005009391,0.2050094,6.151672,0.9973269,0.7144932,1
0.02755,0.2,-0.004679245,0.2046793,6.151672,0.9865947,0.7095516,1
0.0276,0.2,-0.004347971,0.204348,6.203973,0.9759029,0.7046502,1
0.02765,0.2,-0.004015578,0.2040156,6.203973,0.9652503,0.6997895,1
0.0277,0.2,-0.003682076,0.2036821,6.255424,0.9546377,0.6949683,0.9999999
0.02775,0.2,-0.003347472,0.2033475,6.255424,0.9440641,0.6901869,1
0.0278,0.2,-0.003011777,0.2030118,6.306035,0.9335297,0.6854442,1
0.02785,0.2,-0.002674999,0.202675,6.306035,0.9230339,0.6807407,1
0.0279,0.2,-0.002337147,0.2023371,6.355821,0.9125764,0.6760756,1
