module_id,frequency_hz,open_loop_gain_db,open_loop_phase_deg,measurement_gain_db,measurement_phase_deg
1615,0.942073170122494,53.1127964624157,-176.136996963687,-0.00219264393868855,-1.28853942142425
1615,0.944789714108266,53.0629767400947,-176.125943701119,-0.0022053042872998,-1.29225377416746
1615,0.947514091467772,53.013158168758,-176.114859306632,-0.00221803771823586,-1.29597882666448
1615,0.950246324789178,52.9633407549316,-176.103743696813,-0.00223084465313682,-1.29971460967796
1615,0.952986436725783,52.9135245051777,-176.092596788054,-0.0022437255160933,-1.30346115405283
1615,0.95573444999621,52.8637094260951,-176.081418496567,-0.00225668073363878,-1.30721849072415
1615,0.958490387384593,52.8138955243195,-176.070208738373,-0.00226971073475443,-1.31098665071689
1615,0.961254271740764,52.764082806523,-176.058967429311,-0.00228281595090686,-1.31476566514048
1615,0.964026125980446,52.7142712794153,-176.047694485031,-0.00229599681602592,-1.3185555652018
1615,0.966805973085442,52.664460949743,-176.036389820991,-0.002309253766581,-1.32235638218391
1615,0.969593836103824,52.6146518242904,-176.025053352473,-0.00232258724151549,-1.32616814747217
1615,0.972389738150124,52.5648439098794,-176.013684994562,-0.00233599768232398,-1.32999089253567
1615,0.975193702405527,52.5150372133697,-176.002284662159,-0.00234948553305139,-1.33382464892965
1615,0.978005752118065,52.4652317416593,-175.990852269981,-0.00236305124029107,-1.33766944830583
1615,0.980825910602805,52.4154275016843,-175.979387732553,-0.00237669525321383,-1.34152532240168
1615,0.983654201242046,52.3656245004193,-175.967890964215,-0.00239041802356988,-1.34539230305069
1615,0.986490647485512,52.3158227448777,-175.956361879121,-0.00240422000572367,-1.3492704221718
1615,0.989335272850544,52.2660222421116,-175.944800391236,-0.00241810165666452,-1.35315971177695
1615,0.992188100922301,52.2162229992125,-175.933206414344,-0.00243206343598357,-1.35706020397345
1615,0.995049155353949,52.1664250233109,-175.921579862025,-0.00244610580596544,-1.36097193095096
1615,0.997918459866859,52.116628321577,-175.909920647688,-0.0024602292315266,-1.36489492499925
1615,1.00079603825081,52.0668329012208,-175.898228684551,-0.00247443418025978,-1.36882921850024
1615,1.00368191436417,52.017038769492,-175.886503885641,-0.0024887211224784,-1.3727748439228
1615,1.00657611213411,51.9672459336805,-175.874746163797,-0.00250309053119158,-1.37673183383019
1615,1.00947865555681,51.9174544011169,-175.862955431674,-0.00251754288212447,-1.38070022088229
1615,1.01238956869763,51.8676641791719,-175.851131601739,-0.00253207865376266,-1.38468003782791
1615,1.01530887569132,51.8178752752573,-175.839274586269,-0.00254669832733296,-1.38867131751211
1615,1.01823660074223,51.7680876968257,-175.827384297359,-0.00256140238683532,-1.39267409287348
1615,1.02117276812451,51.7183014513712,-175.815460646908,-0.00257619131907475,-1.39668839694145
1615,1.02411740218231,51.6685165464291,-175.803503546636,-0.00259106561364492,-1.40071426284359
1615,1.02707052732997,51.6187329895765,-175.791512908069,-0.00260602576296208,-1.40475172380038
1615,1.03003216805223,51.5689507884322,-175.77948864255,-0.00262107226229305,-1.40880081312507
1615,1.03300234890444,51.5191699506572,-175.767430661233,-0.00263620560974663,-1.41286156422839
1615,1.03598109451274,51.469390483955,-175.755338875083,-0.0026514263062949,-1.41693401061832
1615,1.03896842957431,51.4196123960713,-175.743213194883,-0.00266673485581476,-1.42101818589256
1615,1.04196437885753,51.3698356947948,-175.731053531222,-0.00268213176506681,-1.42511412375054
1615,1.0449689672022,51.3200603879572,-175.718859794506,-0.00269761754373976,-1.42922185798587
1615,1.04798221951975,51.2702864834333,-175.70663189495,-0.00271319270447274,-1.43334142248377
1615,1.05100416079344,51.2205139891413,-175.694369742588,-0.00272885776283604,-1.43747285123294
1615,1.05403481607858,51.1707429130433,-175.68207324726,-0.00274461323737851,-1.44161617831569
1615,1.05707421050274,51.1209732631451,-175.669742318624,-0.00276045964964205,-1.44577143791253
1615,1.06012236926591,51.0712050474967,-175.657376866152,-0.00277639752415403,-1.449938664302
1615,1.06317931764077,51.0214382741924,-175.644976799123,-0.00279242738848907,-1.45411789185801
1615,1.06624508097289,50.9716729513713,-175.632542026633,-0.00280854977325177,-1.4583091550521
1615,1.0693196846809,50.921909087217,-175.620072457587,-0.00282476521210189,-1.46251248845557
1615,1.07240315425674,50.8721466899585,-175.607568000715,-0.00284107424175731,-1.46672792674162
1615,1.07549551526586,50.8223857678698,-175.59502856455,-0.00285747740205201,-1.47095550467803
1615,1.07859679334741,50.7726263292707,-175.58245405744,-0.00287397523591879,-1.4751952571317
1615,1.0817070142145,50.7228683825265,-175.569844387546,-0.00289056828942503,-1.47944721906845
1615,1.08482620365437,50.6731119360487,-175.557199462845,-0.00290725711177956,-1.48371142555514
1615,1.08795438752863,50.623356998295,-175.544519191133,-0.00292404225533564,-1.48798791176175
1615,1.09109159177344,50.5736035777696,-175.53180348001,-0.00294092427566338,-1.49227671295188
1615,1.09423784239978,50.5238516830235,-175.519052236896,-0.00295790373149391,-1.49657786449646
1615,1.09739316549363,50.4741013226544,-175.506265369021,-0.00297498118482749,-1.50089140185734
1615,1.10055758721616,50.4243525053075,-175.493442783437,-0.00299215720084198,-1.50521736061017
1615,1.10373113380401,50.3746052396754,-175.480584387003,-0.00300943234801641,-1.50955577642111
1615,1.10691383156946,50.3248595344983,-175.467690086394,-0.00302680719808764,-1.51390668506274
1615,1.11010570690068,50.2751153985646,-175.454759788103,-0.00304428232607752,-1.51827012240923
1615,1.11330678626192,50.2253728407106,-175.44179339844,-0.00306185831032574,-1.5226461244384
1615,1.11651709619373,50.1756318698212,-175.428790823524,-0.00307953573250636,-1.52703472722695
1615,1.11973666331322,50.1258924948301,-175.41575196929,-0.00309731517765009,-1.53143596695479
1615,1.12296551431422,50.0761547247199,-175.402676741491,-0.00311519723414052,-1.53584987990709
1615,1.12620367596757,50.0264185685222,-175.389565045696,-0.00313318249375668,-1.54027650247178
1615,1.12945117512128,49.9766840353183,-175.376416787289,-0.00315127155169341,-1.54471587113706
1615,1.13270803870079,49.9269511342393,-175.363231871473,-0.0031694650065499,-1.54916802250246
1615,1.13597429370916,49.8772198744661,-175.350010203258,-0.00318776346040402,-1.55363299326284
1615,1.13924996722735,49.8274902652297,-175.336751687486,-0.00320616751877683,-1.55811082022391
1615,1.14253508641439,49.777762315812,-175.323456228798,-0.00322467779069047,-1.5626015402908
1615,1.14582967850762,49.7280360355453,-175.310123731667,-0.00324329488865774,-1.56710519048116
1615,1.14913377082294,49.678311433813,-175.296754100374,-0.00326201942873715,-1.57162180790942
1615,1.152447390755,49.6285885200499,-175.283347239021,-0.00328085203053017,-1.5761514297999
1615,1.15577056577745,49.5788673037422,-175.269903051528,-0.00329979331719289,-1.58069409348424
1615,1.15910332344317,49.529147794428,-175.256421441631,-0.00331884391548345,-1.58524983639688
1615,1.16244569138448,49.4794300016975,-175.242902312888,-0.00333800445576405,-1.58981869608135
1615,1.16579769731339,49.4297139351929,-175.22934556867,-0.00335727557202711,-1.59440071018568
1615,1.16915936902182,49.3799996046096,-175.215751112169,-0.00337665790190412,-1.5989959164687
1615,1.1725307343818,49.3302870196953,-175.2021188464,-0.00339615208672264,-1.60360435279112
1615,1.17591182134579,49.2805761902513,-175.188448674191,-0.00341575877147942,-1.60822605712613
1615,1.17930265794679,49.2308671261319,-175.174740498192,-0.00343547860490515,-1.61286106755051
1615,1.18270327229868,49.1811598372454,-175.160994220876,-0.00345531223943375,-1.61750942225518
1615,1.18611369259639,49.1314543335539,-175.147209744532,-0.00347526033129217,-1.62217115953419
1615,1.18953394711616,49.0817506250738,-175.133386971271,-0.00349532354047065,-1.62684631779095
1615,1.19296406421576,49.0320487218761,-175.119525803025,-0.0035155025307431,-1.63153493554225
