cmd_seq,t_s,feedback_valid,error_code,segment_id,is_pulse,i_cmd_A,i_meas_A,torque_nm,position_rad,speed_rad_s,v_required_V,Vdc_V,voltage_saturated
120,0.12,1,0,2,1,0.25,0.240419443891991,0.00144251666335195,0.224757973445807,21.0780553869836,1.08084358510808,12,0
121,0.121,1,0,2,1,0.25,0.239460091102931,0.00143676054661759,0.247070052824278,22.2206838386914,1.0870923981156,12,0
122,0.122,1,0,2,1,0.25,0.242129501524898,0.00145277700914939,0.27037966952363,23.212073871471,1.09333068694342,12,0
123,0.123,1,0,2,1,0.25,0.242163326292663,0.00145297995775598,0.294895687083522,24.2916160274921,1.09955852387752,12,0
124,0.124,1,0,2,1,0.25,0.23805477204414,0.00142832863226484,0.320057971787493,25.3592932658413,1.10577595371056,12,0
125,0.125,1,0,2,1,0.25,0.240212138096568,0.00144127282857941,0.346566278079811,26.2962595910487,1.11198300747413,12,0
126,0.126,1,0,2,1,0.25,0.241872263097985,0.00145123357858791,0.373938080392413,27.5849546749893,1.11817970930488,12,0
127,0.127,1,0,2,1,0.25,0.242879436500205,0.00145727661900123,0.402391771071964,28.3345316379451,1.12436607987765,12,0
128,0.128,1,0,2,1,0.25,0.238983602971377,0.00143390161782826,0.431725733550583,29.4524000719724,1.13054213812199,12,0
129,0.129,1,0,2,1,0.25,0.237904613091186,0.00142742767854711,0.462076288311449,30.250059874991,1.13670790208052,12,0
130,0.13,1,0,2,1,0.25,0.24500295695955,0.0014700177417573,0.493699074592985,31.3751401816272,1.14286338933808,12,0
131,0.131,1,0,2,1,0.25,0.242882995445469,0.00145729797267281,0.526385153324149,32.6001748325819,1.14900861723637,12,0
132,0.132,1,0,2,1,0.25,0.237850711622468,0.00142710426973481,0.559890751675525,33.5133279568891,1.15514360298123,12,0
133,0.133,1,0,2,1,0.25,0.239403785413163,0.00143642271247898,0.594299624269125,34.7033242545661,1.1612683636964,12,0
134,0.134,1,0,2,1,0.25,0.242573230114521,0.00145543938068713,0.629905585079743,35.6535080451475,1.1673829164503,12,0
135,0.135,1,0,2,1,0.25,0.242332106453731,0.00145399263872239,0.666595026687878,36.5637459996877,1.17348727826958,12,0
136,0.136,1,0,2,1,0.25,0.238769022042307,0.00143261413225384,0.70408263666848,37.5489404156301,1.17958146614581,12,0
137,0.137,1,0,2,1,0.25,0.240893633797793,0.00144536180278676,0.742684618782203,38.71668592578,1.18566549703891,12,0
138,0.138,1,0,2,1,0.25,0.243399665863961,0.00146039799518376,0.782324737941082,39.7860317325119,1.19173938787885,12,0
139,0.139,1,0,2,1,0.25,0.240251823579127,0.00144151094147476,0.823010246079997,40.5801549768337,1.19780315556656,12,0
140,0.14,1,0,2,1,0.25,0.237414278326156,0.00142448566995693,0.864544014842039,41.5529923968598,1.20385681697436,12,0
141,0.141,1,0,2,1,0.25,0.237260207850637,0.00142356124710382,0.907435963580779,42.7057923212613,1.20990038894628,12,0
142,0.142,1,0,2,1,0.25,0.238822435926308,0.00143293461555785,0.951051532242928,43.6690671345381,1.21593388829814,12,0
143,0.143,1,0,2,1,0.25,0.241958033795655,0.00145174820277393,0.995780219957529,44.6128567177991,1.2219573318177,12,0
144,0.144,1,0,2,1,0.25,0.235951254265915,0.00141570752559549,1.04142556290704,45.5734716065818,1.22797073626469,12,0
145,0.145,1,0,2,1,0.25,0.236475602107588,0.00141885361264553,1.0879609395535,46.6609085060647,1.23397411837093,12,0
146,0.146,1,0,2,1,0.25,0.238698107535217,0.0014321886452113,1.13556583491644,47.7982052636135,1.23996749484032,12,0
147,0.147,1,0,2,1,0.25,0.236885949883349,0.00142131569930009,1.18420140917306,48.5374807716186,1.24595088234892,12,0
148,0.148,1,0,2,1,0.25,0.234516903019774,0.00140710141811865,1.23408869740561,49.7315983241695,1.25192429754501,12,0
149,0.149,1,0,2,1,0.25,0.237006798597728,0.00142204079158637,1.28460729516838,50.5773945409211,1.2578877570491,12,0
150,0.15,1,0,2,1,0.25,0.240122501419728,0.00144073500851837,1.33591045053062,51.6487831259619,1.26384127745402,12,0
151,0.151,1,0,2,1,0.25,0.240598328027455,0.00144358996816473,1.38881741687066,52.6017417981424,1.26978487532493,12,0
152,0.152,1,0,2,1,0.25,0.239515710815717,0.0014370942648943,1.4425583058485,53.6486191253284,1.27571856719939,12,0
153,0.153,1,0,2,1,0.25,0.238487062588942,0.00143092237553365,1.49715211281482,54.4898995437906,1.28164236958739,12,0
154,0.154,1,0,2,1,0.25,0.239746953974293,0.00143848172384576,1.55267287983758,55.6050379138943,1.28755629897141,12,0
155,0.155,1,0,2,1,0.25,0.240430091629259,0.00144258054977555,1.60930293596442,56.6206240943109,1.29346037180646,12,0
156,0.156,1,0,2,1,0.25,0.240934043030719,0.00144560425818431,1.66669088795972,57.539435319609,1.29935460452012,12,0
157,0.157,1,0,2,1,0.25,0.24607525834854,0.00147645155009124,1.72528587728314,58.4918897318093,1.30523901351258,12,0
158,0.158,1,0,2,1,0.25,0.238679544941137,0.00143207726964682,1.78460317049464,59.5476317307945,1.31111361515673,12,0
159,0.159,1,0,2,1,0.25,0.241674836473956,0.00145004901884373,1.84521270280637,60.4343879247946,1.31697842579813,12,0
160,0.16,1,0,2,1,0.25,0.241857696944577,0.00145114618166746,1.9066317498625,61.2806930703364,1.32283346175514,12,0
161,0.161,1,0,2,1,0.25,0.239870409857383,0.0014392224591443,1.96894626202463,62.512667504822,1.32867873931888,12,0
162,0.162,1,0,2,1,0.25,0.242262091592323,0.00145357254955394,2.03236780600954,63.3981613283551,1.33451427475335,12,0
163,0.163,1,0,2,1,0.25,0.241874936756282,0.00145124962053769,2.09686497095422,64.3791295711106,1.34034008429542,12,0
164,0.164,1,0,2,1,0.25,0.240429144212536,0.00144257486527522,2.16199864536786,65.1363749025582,1.34615618415493,12,0
165,0.165,1,0,2,1,0.25,0.24382916975716,0.00146297501854296,2.22837763278815,66.352950940643,1.35196259051467,12,0
166,0.166,1,0,2,1,0.25,0.235520942046847,0.00141312565228108,2.29563331784516,67.2951019369338,1.35775931953048,12,0
167,0.167,1,0,2,1,0.25,0.238750490121517,0.0014325029407291,2.36397962146656,68.1682228682955,1.36354638733126,12,0
168,0.168,1,0,2,1,0.25,0.238558470918313,0.00143135082550988,2.4330011614683,69.2256050781252,1.36932381001905,12,0
169,0.169,1,0,2,1,0.25,0.237792714905581,0.00142675628943349,2.50308959913651,70.3494659120203,1.37509160366901,12,0
170,0.17,1,0,2,1,0.25,0.243126075125844,0.00145875645075507,2.57424474474127,71.0735359082299,1.38084978432957,12,0
171,0.171,1,0,2,1,0.25,0.2380707027455,0.001428424216473,2.64643261191507,72.1552498537101,1.38659836802235,12,0
172,0.172,1,0,2,1,0.25,0.240850374244063,0.00144510224546438,2.71928031444574,73.1972713650185,1.39233737074231,12,0
173,0.173,1,0,2,1,0.25,0.236558302048152,0.00141934981228891,2.79336237412551,74.164141890114,1.39806680845774,12,0
174,0.174,1,0,2,1,0.25,0.23946424762019,0.00143678548572114,2.8682671091995,74.9125777923769,1.40378669711031,12,0
175,0.175,1,0,2,1,0.25,0.239373898998495,0.00143624339399097,2.9440481482369,75.8547648607593,1.40949705261513,12,0
176,0.176,1,0,2,1,0.25,0.237982522344251,0.00142789513406551,3.02087757277873,76.7831721383964,1.41519789086077,12,0
177,0.177,1,0,2,1,0.25,0.240083649350279,0.00144050189610167,3.09872500961776,77.8231831143333,1.42088922770934,12,0
178,0.178,1,0,2,1,0.25,0.24025399862411,0.00144152399174466,3.17727540555361,78.5810251095406,1.42657107899649,12,0
179,0.179,1,0,2,1,0.25,0.238861475792362,0.00143316885475417,3.25699326833431,79.6578959078165,1.43224346053149,12,0
180,0.18,1,0,3,0,0,0.121796708813119,0.000730780252878716,3.3369989870859,80.0028564627532,0.945906388097273,12,0
181,0.181,1,0,3,0,0,0.0577344603525055,0.000346406762115033,3.41701226405073,80.1166101008951,0.713959877450445,12,0
182,0.182,1,0,3,0,0,0.027437486824412,0.000164624920946472,3.49703328281474,80.0186257307749,0.597209944321361,12,0
183,0.183,1,0,3,0,0,0.0142118889106767,8.52713334640603e-05,3.57672556684373,79.7370904216406,0.538059594414158,12,0
184,0.184,1,0,3,0,0,0.00609202317605524,3.65521390563314e-05,3.65618399008071,79.5751051699957,0.507710328423468,12,0
185,0.185,1,0,3,0,0,5.16815615415997e-05,3.10089369249598e-07,3.73545135242131,79.3729167594764,0.491762894542762,12,0
186,0.186,1,0,3,0,0,0.00356874978563555,2.14124987138133e-05,3.81456130437151,79.047867599581,0.483017664718524,12,0
187,0.187,1,0,3,0,0,0.00289928107802716,1.7395686468163e-05,3.89344627471984,78.7424067929727,0.477874822777327,12,0
188,0.188,1,0,3,0,0,-0.00288771624843376,-1.73262974906025e-05,3.9721428641855,78.3971701699807,0.474534458489364,12,0
189,0.189,1,0,3,0,0,-0.000201309909985141,-1.20785945991085e-06,4.05019508636919,78.2898578318813,0.472096614600216,12,0
190,0.19,1,0,3,0,0,-0.00227306802240016,-1.3638408134401e-05,4.12808569081071,78.0140240849602,0.470111310346715,12,0
191,0.191,1,0,3,0,0,-0.00015148530215712,-9.0891181294272e-07,4.20604063472579,77.7190698837271,0.468353553214887,12,0
192,0.192,1,0,3,0,0,-0.00241572214614734,-1.4494332876884e-05,4.28363990673113,77.4836399856704,0.466710844818904,12,0
193,0.193,1,0,3,0,0,3.07184978121277e-05,1.84310986872766e-07,4.36064227162379,77.1870907387282,0.46512693384056,12,0
194,0.194,1,0,3,0,0,0.00102343905955377,6.14063435732263e-06,4.43769021187234,77.0228810645151,0.463573692499003,12,0
195,0.195,1,0,3,0,0,-9.74919875235192e-05,-5.84951925141115e-07,4.51430014841913,76.6509504261494,0.462037054785593,12,0
196,0.196,1,0,3,0,0,0.000615253543128836,3.69152125877302e-06,4.59103839514268,76.4122910139181,0.460509985581328,12,0
197,0.197,1,0,3,0,0,0.00161723202803385,9.7033921682031e-06,4.66715964503405,76.3362116640199,0.458988965215548,12,0
198,0.198,1,0,3,0,0,-0.00273923116488858,-1.64353869893315e-05,4.74332849707467,75.9073731222361,0.457472231745283,12,0
199,0.199,1,0,3,0,0,0.00105895849595502,6.35375097573014e-06,4.81895640967808,75.7784753177128,0.455958902094922,12,0
200,0.2,1,0,3,0,0,-0.00123581520649588,-7.41489123897525e-06,4.89449158827871,75.4847265704285,0.454448532626037,12,0
201,0.201,1,0,3,0,0,0.00165186666885716,9.91120001314296e-06,4.96965426784361,75.1764909563041,0.452940899422297,12,0
202,0.202,1,0,3,0,0,0.00114300201193016,6.85801207158096e-06,5.04465795505073,75.0164292152101,0.451435888431912,12,0
203,0.203,1,0,3,0,0,0.000179102699158108,1.07461619494865e-06,5.119254541001,74.7423400767293,0.449933440538851,12,0
204,0.204,1,0,3,0,0,-0.00124650144232748,-7.47900865396485e-06,5.19407020844504,74.5893004999553,0.448433524098449,12,0
205,0.205,1,0,3,0,0,0.00100360080566333,6.02160483397996e-06,5.2681181430973,74.366199070237,0.4469361212052,12,0
206,0.206,1,0,3,0,0,0.00207685059457764,1.24611035674659e-05,5.34212376455059,73.9814348411155,0.445441220826649,12,0
207,0.207,1,0,3,0,0,-0.000339371257195488,-2.03622754317293e-06,5.41582307956148,73.7325996669447,0.443948815370333,12,0
208,0.208,1,0,3,0,0,0.000648642070486662,3.89185242291997e-06,5.48937944212335,73.5357297715717,0.442458898967247,12,0
209,0.209,1,0,3,0,0,-0.00162533599233126,-9.75201595398757e-06,5.562600313648,73.1281368238586,0.440971466613567,12,0
210,0.21,1,0,3,0,0,0.00199219496366011,1.19531697819607e-05,5.63558196096579,73.0101605159506,0.43948651374151,12,0
211,0.211,1,0,3,0,0,0.00250213937318503,1.50128362391102e-05,5.70854948702221,72.6146389778736,0.438004036004758,12,0
212,0.212,1,0,3,0,0,0.00061857910483356,3.71147462900136e-06,5.781068627842,72.4049838749653,0.436524029171158,12,0
213,0.213,1,0,3,0,0,0.00101347597022216,6.08085582133294e-06,5.85305856493296,72.3009287618708,0.435046489069077,12,0
214,0.214,1,0,3,0,0,-0.00273148865447694,-1.63889319268617e-05,5.92533648423134,72.1259031207335,0.433571411560564,12,0
215,0.215,1,0,3,0,0,-0.000567332167620809,-3.40399300572485e-06,5.99676975046918,71.7680393090678,0.43209879252793,12,0
216,0.216,1,0,3,0,0,-0.00085662643075081,-5.13975858450486e-06,6.06850824786711,71.5806555257707,0.430628627867034,12,0
217,0.217,1,0,3,0,0,0.00071847541116205,4.3108524669723e-06,6.1399435434825,71.2324033084054,0.429160913483915,12,0
