time_s,id_ref_a,iq_ref_a,id_meas_a,iq_meas_a,vd_ref_v,vq_ref_v,wm_rad_s
0.0235,-2,0,-2.04109849501563,0,-0.686576249243709,0,0
0.02355,-2,0,-2.040277710549,0,-0.686844307233051,0,0
0.0236,-2,0,-2.03947331727049,0,-0.687107019347202,0,0
0.02365,-2,0,-2.03868498804745,0,-0.687364490500418,0,0
0.0237,-2,0,-2.03791240222679,0,-0.687616823963147,0,0
0.02375,-2,0,-2.03715524551876,0,-0.687864121284692,0,0
0.0238,-2,0,-2.03641320987966,0,-0.688106482244246,0,0
0.02385,-2,0,-2.03568599339466,0,-0.688344004823281,0,0
0.0239,-2,0,-2.03497330016104,0,-0.68857678519385,0,0
0.02395,-2,0,-2.03427484017237,0,-0.688804917718754,0,0
0.024,-2,0,-2.033590329204,0,-0.689028494960471,0,0
0.02405,-2,0,-2.03291948870005,0,-0.689247607696534,0,0
0.0241,-2,0,-2.03226204566201,0,-0.68946234493968,0,0
0.02415,-2,0,-2.03161773253918,0,-0.689672793961307,0,0
0.0242,-2,0,-2.03098628712091,0,-0.689879040317406,0,0
0.02425,-2,0,-2.03036745243075,0,-0.69008116787608,0,0
0.0243,-2,0,-2.02976097662254,0,-0.690279258846208,0,0
0.02435,-2,0,-2.02916661287837,0,-0.690473393806708,0,0
0.0244,-2,0,-2.02858411930854,0,-0.690663651736228,0,0
0.02445,-2,0,-2.02801325885336,0,-0.690850110042894,0,0
0.0245,-2,0,-2.02745379918694,0,-0.69103284459403,0,0
0.02455,-2,0,-2.02690551262273,0,-0.691211929745659,0,0
0.0246,-2,0,-2.02636817602106,0,-0.691387438371778,0,0
0.02465,-2,0,-2.02584157069833,0,-0.691559441893176,0,0
0.0247,-2,0,-2.02532548233815,0,-0.691728010305993,0,0
0.02475,-2,0,-2.02481970090414,0,-0.691893212209706,0,0
0.0248,-2,0,-2.02432402055449,0,-0.692055114834729,0,0
0.02485,-2,0,-2.02383823955823,0,-0.692213784069529,0,0
0.0249,-2,0,-2.02336216021314,0,-0.692369284487245,0,0
0.02495,-2,0,-2.0228955887653,0,-0.692521679371827,0,0
0.025,-1.99999999999972,0,-2.02243833533029,0,-0.692671030741136,0,0
0.02505,2,0,-1.7682193405758,0,33.7077299159929,0,0
0.0251,2,0,-0.864341707879851,0,26.1130683056031,0,0
0.02515,2,0,-0.128859383503043,0,19.8978059165984,0,0
0.0252,2,0,0.426364685500989,0,15.1999453345235,0,0
0.02525,2,0,0.845346579531514,0,11.6490792782421,0,0
0.0253,2,0,1.16135762626853,0,8.96521814339898,0,0
0.02535,2,0,1.39954723437978,0,6.93671876124121,0,0
0.0254,2,0,1.57892548515492,0,5.40360081686921,0,0
0.02545,2,0,1.71386176717304,0,4.24493578230471,0,0
0.0255,2,0,1.81521758942336,0,3.36931425069856,0,0
0.02555,2,0,1.89120287107166,0,2.70764022427716,0,0
0.0256,2,0,1.94802320809504,0,2.20768433929993,0,0
0.02565,2,0,1.9903691399911,0,1.82996666597062,0,0
0.0257,2,0,2.02178598484232,0,1.54464452987335,0,0
0.02575,2,0,2.04495339637791,0,1.32916002601769,0,0
0.0258,2,0,2.06189668017946,0,1.16646178213662,0,0
0.02585,2,0,2.07414652684001,0,1.0436607951879,0,0
0.0259,2,0,2.08285975366226,0,0.951014382424158,0,0
0.02595,2,0,2.0889105728363,0,0.881158153232609,0,0
0.026,2,0,2.09295958067742,0,0.82852545909402,0,0
0.02605,2,0,2.09550590628539,0,0.788908557661611,0,0
0.0261,2,0,2.09692663046502,0,0.759126898097013,0,0
0.02615,2,0,2.0975065822791,0,0.736776379026826,0,0
0.0262,2,0,2.09746086208545,0,0.720039813447998,0,0
0.02625,2,0,2.0969518665481,0,0.70754365977255,0,0
0.0263,2,0,2.09610215770941,0,0.698249725301212,0,0
0.02635,2,0,2.09500419060267,0,0.691373305245388,0,0
0.0264,2,0,2.09372766624686,0,0.686321304296452,0,0
0.02645,2,0,2.09232508967677,0,0.682645462939371,0,0
0.0265,2,0,2.09083597116653,0,0.680007001394296,0,0
0.02655,2,0,2.08929000184875,0,0.678149894107047,0,0
0.0266,2,0,2.08770945408405,0,0.676880668043626,0,0
0.02665,2,0,2.08611099582316,0,0.676053132307342,0,0
0.0267,2,0,2.0845070620093,0,0.675556835326774,0,0
0.02675,2,0,2.0829068911501,0,0.675308339702229,0,0
0.0268,2,0,2.08131730879347,0,0.675244626911038,0,0
0.02685,2,0,2.07974331969033,0,0.675318111966053,0,0
0.0269,2,0,2.07818855534564,0,0.675492875032209,0,0
0.02695,2,0,2.0766556122591,0,0.675741812937484,0,0
0.027,2,0,2.07514630753979,0,0.676044486028745,0,0
0.02705,2,0,2.07366187206523,0,0.676385490636236,0,0
0.0271,2,0,2.07220309643162,0,0.676753228843504,0,0
0.02715,2,0,2.07077044122028,0,0.677138978579006,0,0
0.0272,2,0,2.06936412029196,0,0.677536190719454,0,0
0.02725,2,0,2.06798416369405,0,0.677939957790316,0,0
0.0273,2,0,2.0666304651584,0,0.678346612375695,0,0
0.02735,2,0,2.06530281795231,0,0.678753423574715,0,0
0.0274,2,0,2.06400094192665,0,0.679158367570744,0,0
0.02745,2,0,2.06272450391115,0,0.67955995422179,0,0
0.0275,2,0,2.06147313308162,0,0.679957095996903,0,0
0.02755,2,0,2.06024643252765,0,0.680349008921403,0,0
0.0276,2,0,2.05904398794904,0,0.680735137717224,0,0
0.02765,2,0,2.057865374183,0,0.681115099231876,0,0
0.0277,2,0,2.05671016009241,0,0.681488639691535,0,0
0.02775,2,0,2.05557791221614,0,0.681855602403296,0,0
0.0278,2,0,2.05446819748461,0,0.682215903355761,0,0
0.02785,2,0,2.05338058522953,0,0.682569512789607,0,0
0.0279,2,0,2.05231464866099,0,0.682916441280554,0,0
0.02795,2,0,2.05126996594282,0,0.683256729232998,0,0
0.028,2,0,2.05024612096507,0,0.68359043895145,0,0
0.02805,2,0,2.04924270388831,0,0.68391764866032,0,0
0.0281,2,0,2.04825931151629,0,0.68423844799613,0,0
0.02815,2,0,2.04729554753968,0,0.684552934612516,0,0
0.0282,2,0,2.04635102268296,0,0.684861211626163,0,0
0.02825,2,0,2.04542535477902,0,0.685163385698047,0,0
0.0283,2,0,2.04451816878973,0,0.685459565594803,0,0
0.02835,2,0,2.04362909678647,0,0.685749861112694,0,0
0.0284,2,0,2.04275777790098,0,0.686034382275461,0,0
0.02845,2,0,2.04190385825462,0,0.686313238739016,0,0
0.0285,2,0,2.04106699087177,0,0.686586539352161,0,0
0.02855,2,0,2.04024683558215,0,0.686854391835204,0,0
0.0286,2,0,2.03944305891521,0,0.687116902547276,0,0
0.02865,2,0,2.03865533398922,0,0.687374176320657,0,0
0.0287,2,0,2.03788334039706,0,0.687626316345483,0,0
0.02875,2,0,2.03712676408997,0,0.687873424092325,0,0
0.0288,2,0,2.03638529726049,0,0.688115599263217,0,0
0.02885,2,0,2.03565863822528,0,0.688352939764024,0,0
0.0289,2,0,2.03494649130848,0,0.68858554169269,0,0
0.02895,2,0,2.034248566726,0,0.688813499339398,0,0
0.029,2,0,2.0335645804711,0,0.689036905195457,0,0
0.02905,2,0,2.03289425420142,0,0.689255849968646,0,0
0.0291,2,0,2.03223731512776,0,0.689470422603339,0,0
0.02915,2,0,2.03159349590451,0,0.689680710303961,0,0
0.0292,2,0,2.03096253452203,0,0.689886798560838,0,0
0.02925,2,0,2.03034417420088,0,0.690088771177729,0,0
0.0293,2,0,2.02973816328792,0,0.690286710300451,0,0
0.02935,2,0,2.02914425515447,0,0.69048069644612,0,0
0.0294,2,0,2.02856220809624,0,0.690670808532832,0,0
0.02945,2,0,2.02799178523528,0,0.690857123909348,0,0
0.0295,2,0,2.02743275442376,0,0.691039718384832,0,0
0.02955,2,0,2.0268848881497,0,0.691218666258296,0,0
0.0296,2,0,2.02634796344445,0,0.691394040347856,0,0
0.02965,2,0,2.02582176179206,0,0.691565912019578,0,0
0.0297,2,0,2.02530606904042,0,0.691734351215904,0,0
0.02975,2,0,2.02480067531415,0,0.691899426483743,0,0
0.0298,2,0,2.02430537492925,0,0.692061205001969,0,0
0.02985,2,0,2.02381996630936,0,0.692219752608538,0,0
0.0299,2,0,2.02334425190381,0,0.692375133827094,0,0
0.02995,2,0,2.02287803810723,0,0.692527411893072,0,0
0.03,2,0,2.02242113518072,0,0.692676648779326,0,0
